,Fecha,Medio,Tipo de medio,Título,Resumen,Alcance
66,2025-05-19,Sopitas (sitio),Portales Nacionales,¿Has oído hablar de la contaminación lumínica y cómo te puede afectar?,Hoy sabemos que el exceso de luz es considerado un contaminante más que afecta no sólo la salud humana.,2700000
67,2025-05-19,Sopitas (sitio),Portales Nacionales,¿Has oído hablar de la contaminación lumínica y cómo te puede afectar?,Hoy sabemos que el exceso de luz es considerado un contaminante más que afecta no sólo la salud humana.,2700000
68,2025-05-19,Monitoreo Especial 1,TV Paga,"En entrevista, Eduardo Hinojosa, director de Urbanismo en el Distrito de Innovación Tlalpan, habló sobre el desarrollo urbano sostenible en la CDMX./ Arzate Noticias","En entrevista, Eduardo Hinojosa, director de Urbanismo en el Distrito de Innovación Tlalpan y consultor en temas ambientales, compartió su visión sobre el desarrollo urbano sostenible en Ciudad de México. 
 
 Hinojosa destacó que el Distrito de Innovación Tlalpan, iniciativa del Tecnológico de Monterrey, busca mejorar las condiciones urbanas, sociales y económicas en un área de 560 hectáreas al sur de la ciudad. Este proyecto, que surgió tras el sismo de 2017, se enfoca en tres ejes principales: urbanismo y sostenibilidad, innovación y desarrollo económico, y comunidades y desarrollo social. 
 
 En cuanto al urbanismo sostenible, Hinojosa enfatizó la importancia de retornar a la naturaleza en los espacios urbanos y aplicar soluciones basadas en la naturaleza. También mencionó los avances en movilidad sustentable, manejo de residuos y áreas verdes en la ciudad, aunque reconoció los desafíos financieros y de planeación urbana. 
 
 Hinojosa subrayó la colaboración entre el Tec de Monterrey, el sector público, la comunidad y organizaciones privadas como clave para el éxito del proyecto. Además, destacó la necesidad de promover un urbanismo regenerativo y poner a la naturaleza en el centro de las decisiones urbanas.",25000
69,2025-05-19,Ovaciones,Diario,"Olas de calor serán""más frecuentes y extremas"", advierten","Las altas temperaturas que se registran actualmente en la Ciudad de México y que se pronostica podrían superar los 33 grados centígrados, lejos de ser un evento aislado está directamente relacionado con el cambio climático que ha provocado un aumento en la temperatura promedio del país y ha intensificado la frecuencia e intensidad de las olas de calor, aseguró la doctora Fabiola Sagrario Sosa Rodríguez, profesora e investigadora de la Universidad Autónoma Metropolitana (UAM).",
70,2025-05-19,EDO.MEX El Día,Prensa Estatal,Deportistas de la UAM ganan medallas en Campeonatos Nacionales,"En el marco de la primera etapa de los Campeonatos Nacionales Universitarios, la Universidad Autónoma Metropolitana (UAM) ha ganado tres medallas de plata, dos en boxeo varonil, obtenidas por estudiantes de la Unidad Iztapalapa, y una en atletismo, por alumno de la sede Cuajimalpa Óscar Ariel Acosta Espejel, alumno de la Licenciatura en Producción Animal, gano la presea en la categoría de 52 a 57 kilogramos tras enfrentar a rivales de las universidades Autónoma de San Luis Potosi (UASLP), Nacional Autónoma de México (UNAM) y del Instituto Tecnológico de Sonora (ITSON).",
71,2025-05-19,ES El País,Portales Internacional,"Entre puestos callejeros, comedores y tuppers: así comen los universitarios de la UNAM","Aarón Castañeda y Javier Pacheco, de 18 y 19 años, descansan en las Islas de Ciudad Universitaria un caluroso lunes de abril, tras haber terminado las clases en la Facultad de Derecho y un entrenamiento de fútbol. Mientras comparten un pollo rostizado, Pacheco enumera lo que suele comer como estudiante en el campus central de la Universidad Nacional Autónoma de México (UNAM): tacos en todas sus presentaciones, tortas, pasta, ensaladas y antojos como papitas o dulces. Castañeda, en cambio, lleva un lunch preparado en casa: ""Soy prediabético y debo cuidar bien lo que como"", explica, aunque admite que las jornadas se hacen largas y también se puede colar ""alguna que otra chuchería"". Ambos reconocen que no llevan una alimentación saludable, pero se resignan porque ""es lo que toca"". Como ellos, cientos de miles de estudiantes de universidades públicas en la Ciudad de México adoptan hábitos alimenticios poco saludables, empujados por el estrés, la falta de tiempo y lo que permite el bolsillo.",5960000
72,2025-05-19,CDMX Magacín (Sitio),Portales Estatales,Conmemoran aniversario del Bosque de Tláhuac como Área Natural Protegida,"La Secretaría del Medio Ambiente (SEDEMA) en conjunto con la Alcaldía organizó el Festival Ambiental ""Bosque de Tláhuac: Bosque vivo, aves libres"" para conmemorar el primer aniversario del Bosque de Tláhuac como Área Natural Protegida con la categoría de Zona de Protección Especial, además de celebrar el Día Mundial de las Aves Migratorias",5890
73,2025-05-19,Sedema CDMX (sitio),Portales Estatales,Bosque de Tláhuac: un año como Área Natural Protegida y ejemplo de conservación comunitaria,"La Secretaría del Medio Ambiente (SEDEMA) de la Ciudad de México, a través de la Dirección General del Sistema de Áreas Naturales Protegidas y Áreas de Valor Ambiental (DGSANPAVA), en conjunto con el gobierno de la Alcaldía Tláhuac, organizó el Festival Ambiental ""Bosque de Tláhuac: Bosque vivo, aves libres"" para conmemorar el primer aniversario del Bosque de Tláhuac como Área Natural Protegida con la categoría de Zona de Protección Especial, además de celebrar el Día Mundial de las Aves Migratorias.",482000
74,2025-05-18,Noticias Chihuahua CHIH (Sitio),Portales Estatales,Científicos de la UNAM crean microdispositivo que podría revolucionar el tratamiento del Parkinson,"CIUDAD DE MÉXICO. Investigadores de la Universidad Nacional Autónoma de México (UNAM) han desarrollado un dispositivo nanotecnológico con el potencial de transformar el tratamiento del mal de Parkinson, una enfermedad que deteriora el control muscular por la pérdida progresiva de neuronas encargadas de producir dopamina.",80200
75,2025-05-18,TV. Azteca MX (sitio),Portales Nacionales,Pase UAM: Licenciaturas y facultades con pase automático para los alumnos de Bachilleres,El Pase UAM 2025 ofrecerá poco más de mil lugares para los alumnos egresados del Colegio de Bachilleres que cuenten con un promedio mínimo de 8.0.,55000
76,2025-05-18,CV Noticias OAX (sitio),Portales Estatales,Estudiantes UABJO diseñan robot para recolectar desechos de playas,"-UABJO gana premio al ""Prototipo más ingenioso"" en el Torneo de Robótica de la Universidad Autónoma Metropolitana (UAM).",4000
77,2025-05-18,La Prensa (Sitio),Portales Nacionales,Conmemoran aniversario del Bosque de Tláhuac como Área Natural Protegida,"La Jefa de Gobierno, Clara Brugada, informó que habrá una inversión para mantenerla en buen estado",42787
78,2025-05-18,Ángulo 7 PUE (sitio),Portales Estatales,Las voces detrás del VII Encuentro de Poesía Sabersinfin,"Hace un par de semanas les compartí el programa del VII Encuentro Internacional de Poesía Sabersinfin, el cual se efectuará del 21 al 23 de mayo del año en curso en diferentes escenarios de la ciudad de Puebla.",103000
79,2025-05-18,Diario de Chiapas CHIS (sitio),Portales Estatales,México logra su primera clonación animal,Newsweek (Español),121800
80,2025-05-18,EDT Estado del Tiempo MX (sitio),Portales Nacionales,SECTEI lanza convocatoria 2025 para proyectos científicos y tecnológicos en la Ciudad de México,"Ciudad de México.- La Secretaría de Educación, Ciencia, Tecnología e Innovación (SECTEI) presentó la Convocatoria General de Proyectos 2025, con el objetivo de reactivar la Red ECOS y fomentar soluciones científicas y tecnológicas a desafíos sociales, económicos y ambientales en la Ciudad de México.",10100
81,2025-05-18,Noticias MVS (Sitio),Portales Nacionales,Convocatoria UAM 2025: ¿Cuáles son los Colegios de Bachilleres que participan? Lista completa,"La Universidad Autónoma Metropolitana (UAM) ha lanzado su convocatoria 2025 para el programa Pase UAM: Tu esfuerzo vale, una iniciativa que permite a estudiantes destacados del Colegio de Bachilleres ingresar a una de las tres mejores universidades de México sin presentar examen de admisión.",558000
82,2025-05-18,La Jornada BC (sitio),Portales Estatales,Se duplicó en 2024 cifra de desplazamientos forzados en México: ONU-DH,Por: Jessica Xantomila y Jared Laureles / La Jornada,97400
83,2025-05-18,Al Momento MX (sitio),Portales Estatales,SECTEI lanza convocatoria 2025 para proyectos científicos y tecnológicos en la Ciudad de México,"La Secretaría de Educación, Ciencia, Tecnología e Innovación (SECTEI) presentó la Convocatoria General de Proyectos 2025, con el objetivo de reactivar la Red ECOS y fomentar soluciones científicas y tecnológicas a desafíos sociales, económicos y ambientales en la Ciudad de México.",82600
84,2025-05-18,EDT Estado del Tiempo MX (sitio),Portales Nacionales,SECTEI lanza convocatoria 2025 para proyectos científicos y tecnológicos en la Ciudad de México,"Ciudad de México.- La Secretaría de Educación, Ciencia, Tecnología e Innovación (SECTEI) presentó la Convocatoria General de Proyectos 2025, con el objetivo de reactivar la Red ECOS y fomentar soluciones científicas y tecnológicas a desafíos sociales, económicos y ambientales en la Ciudad de México.",10100
85,2025-05-18,Alfaro Noticias (sitio),Portales Estatales,"Rosario Castellanos, esa niña que siempre acudió a los recursos de su imaginación",Elena Poniatowska,15200
86,2025-05-18,México-times CDMX (sitio),Portales Estatales,Se duplicó en 2024 cifra de desplazamientos forzados en México: ONU-DH,"Ciudad de México. En México, la cifra de desplazamientos forzados se duplicó en 2024, al registrarse 26 mil, mientras que en 2023 fueron 11 mil, advirtió la Oficina en México del Alto Comisionado de las Naciones Unidas para los Derechos Humanos (ONU-DH). Estos números, destacó, exigen ""redoblar los esfuerzos"" para atender este flagelo.",10800
87,2025-05-18,Canal 1 Azteca 1,TV Abierta,Convocatoria para estudiantes del Colegio de Bachilleres a la UAM.,"La Universidad Autónoma Metropolitana (UAM) ha lanzado una convocatoria para estudiantes destacados de los 20 planteles del Colegio de Bachilleres, permitiéndoles continuar sus estudios superiores. 
 
 El ""pase UAM"" estará disponible para aquellos estudiantes que finalicen sus estudios en el Colegio de Bachilleres y mantengan un promedio general igual o superior a ocho. 
 
 El registro para esta convocatoria se llevará a cabo del 20 de mayo al 3 de junio, con la publicación de los resultados programada para el 14 de junio.",11340000
88,2025-05-18,El Universal (sitio),Portales Nacionales,El ethos monopólico de la derecha: estrategia y exclusión en tiempos de Milei,"Aprovecho mi condición. Me encuentro en la ciudad de Buenos Aires (""la ciudad de la furia"" y del furor eternauta ""nadie se salva solo""-, recuerda un colega). Imposible sustraerse al clima electoral. Cuando se publiquen estas notas se estará realizando la jornada electoral para elegir representantes para la Cámara de Diputados de la Ciudad Autónoma de Buenos Aires.",757666
89,2025-05-18,La Verdad San Luis SLP (sitio),Portales Estatales,ESTUDIAN ATENDER LA ENFERMEDAD DE PARKINSON CON DISPOSITIVO NANOTECNOLÓGICO QUE ACARREA DOPAMINA,"En dos modelos in vitro, la doctora en Ciencias Bioquímicas, Magdalena Guerra Crespo, y su alumno de maestría, Francisco Javier Padilla Godínez, probaron un dispositivo nanotecnológico para hacer llegar directamente la dopamina al cerebro, a fin de garantizar su difusión constante en pacientes con la enfermedad de Parkinson.",3020
90,2025-05-18,La Jornada,Diario,El legado político de Hernán Laborde,"principios de 1988, en medio de la tsunami social y político que fue el neocardenismo, Arnoldo Martínez Verdugo organizó un ciclo de conferencias sobre el marxismo latinoamericano. Dedicó su intervención a la obra de Hernán Laborde-conferencia que quedó inédita-, en la que valoró el aporte ideológico-político del dirigente, especialmente su crítica de la ausencia de independencia de las clases subalternas frente al Estado posrevolucionario.",
91,2025-05-18,Agencia Oaxaca OAX (sitio),Portales Estatales,ESTUDIANTES UABJO DISEÑAN ROBOT PARA RECOLECTAR DESECHOS EN PLAYAS,"-UABJO gana premio al ""Prototipo más ingenioso"" en el Torneo de Robótica de la Universidad Autónoma Metropolitana (UAM).",15000
92,2025-05-18,EDO.MEX La Jornada,Prensa Estatal,Necesario generar planes ante cambio climático: especialista,"Los fenómenos climatológicos atípicos podrían incrementarse durante los próximos años, según señaló el especialista en medio ambiente de la Universidad Autónoma Metropolitana (UAM), Sebastián Rodríguez, por lo que señaló la necesidad de acciones y protocolos ante dicho panorama.",
93,2025-05-18,La Jornada (sitio),Portales Nacionales,El legado político de Hernán Laborde,"A principios de 1988, en medio de la tsunami social y político que fue el neocardenismo, Arnoldo Martínez Verdugo organizó un ciclo de conferencias sobre el marxismo latinoamericano. Dedicó su intervención a la obra de Hernán Laborde conferencia que quedó inédita, en la que valoró el aporte ideológico-político del dirigente, especialmente su crítica de la ausencia de independencia de las clases subalternas frente al Estado posrevolucionario. Nacido en 1895 en Veracruz y muerto el 1o de mayo de 1955 en la Ciudad de México, militó en el Partido Comunista Mexicano (PCM) desde 1925, siendo parte del gremio ferrocarrilero, donde se destacó de tal manera que pronto visitó la cárcel. Su indudable capacidad organizativa le valió ser postulado en 1928 por el Partido Ferrocarrilero Unitario para llegar a la Cámara de Diputados. El callismo no podía permitirse la presencia de un personaje así, de tal manera que, en una sesión en la que exponía ardientemente la simpatía por Sandino y la defensa de Nicaragua, se encontró el motivo para su desafuero. Fue electo como secretario general del PCM en 1929, intentó ser candidato a la gobernatura de Veracruz, dirigió El Machete en su época de esplendor y participó como candidato presidencial por el Bloque Obrero y Campesino en 1934. En aquel momento, denunció el supuesto carácter fascista del Plan Sexenal. Según Gerardo Peláez, en aquella elección Cárdenas votó por Garrido Canabal y Adalberto Tejeda lo hizo por Laborde, inaugurando un peculiar gesto de donación y reconocimiento que ha persistido entre las izquierdas. Un año después, Laborde fue uno de los comisionados para asistir al séptimo Congreso de la Internacional Comunista (IC) en 1935, junto con Miguel Ángel El Ratón Velasco y José Revueltas. Su intervención en aquel espacio fue una autocrítica de la posición del PCM frente a Cárdenas y de la necesidad de rectificar el rumbo, al que describió como sectario. Además, señaló que los comunistas tenían que lograr la apropiación de la historia nacional y sus gestas revolucionarias como parte del legado político: el 16 de septiembre y el 20 de noviembre tendrían que ser fechas del proceso de liberación nacional. Como se sabe, a partir de ese momento el PCM apoyaría decididamente al gobierno del michoacano, pero, y ahí la importancia dada por Martínez Verdugo, Laborde luchó intensamente entre 1936 y 1937 por mantener una táctica de independencia por parte de las clases subalternas. Clamaba que la unidad no era un fin en sí mismo y que la crítica al gobierno era necesaria. Así mismo, alertaba del peligro que significaba la excesiva concentración del poder por parte del presidente. Combatió en un ambiente desfavorable el oportunismo enclavado en el mundo sindical, que apostaba por la entera subordinación de las masas al Estado, lo que finalmente sucedió. Su posición en pro de la independencia de fuerzas políticas de izquierda fue derrotada y bajo presión de la IC, el PCM siguió la ruta de la ""unidad a toda costa"". En esa época, además de sus intervenciones políticas, particularmente las correspondiente al clímax de la movilización proletaria que dio nacimiento a la Confederación de Trabajadores de México, Laborde escribió numerosas obras, destacando su informe del viaje a la Unión de Repúblicas Socialistas Soviéticas (URSS) en Rusia, hoy; el opúsculo La revolución de independencia, y también textos de polémica, como lo fue el que dedicó a Luis Cabrera; de igual manera profundizó en la situación agraria de Yucatán. Tras la purga encabezada por la IC en 1940, Laborde salió expulsado del PCM. Sin embargo, su vida intelectual y militante no se detuvo. Dirigió la revista Tricolor e hizo parte del Círculo Morelos que daría vida a la Acción Socialista Unificada, organización que convergió con otros núcleos de expulsados del PCM dando vida al Partido Obrero Campesino. En estos años escribió reflexiones sobre el proceso de la Administración Obrera de Ferrocarriles, redactó un folleto sobre el carácter reaccionario del existencialismo e incluso se dio tiempo de discutir sobre la situación de la biología en la URSS. Retomó su actividad como poeta y escribió versos en honor al preso político Valentín Campa; en ese mismo formato reivindicó, en un solo movimiento, las figuras de Cuauhtémoc y la de Eulalia Guzmán. Martínez Verdugo decía con pesar, en aquella conferencia, que las generaciones posteriores de militantes no lo conocían y que su aporte había tendido a desvanecerse. Hoy nos encontramos en buen momento de recuperarle, siguiendo la estela marcada por el de Mocorito, pues, como otros dignos representantes de la izquierda mexicana en tiempos de protagonismo popular, atinó a discernir lo importante de la coyuntura. De ahí que algunas de sus palabras suenen tan actuales, como cuando expresó que: ""sólo los cínicos piensan que el objetivo de la política es la obtención del éxito inmediato"". *Investigador UAM. Autor de En el medio día de la revolución",1290000
